DP,DPNOM,Código Municipio,MPIO,AÑO,ÁREA GEOGRÁFICA,Pobl
25,Cundinamarca,25095,Bituima,2022,Total,"2,754"
25,Cundinamarca,25099,Bojacá,2022,Total,"11,898"
25,Cundinamarca,25120,Cabrera,2022,Total,"5,429"
25,Cundinamarca,25123,Cachipay,2022,Total,"11,478"
25,Cundinamarca,25126,Cajicá,2022,Total,"99,720"
25,Cundinamarca,25148,Caparrapí,2022,Total,"13,931"
25,Cundinamarca,25151,Cáqueza,2022,Total,"19,257"
25,Cundinamarca,25154,Carmen de Carupa,2022,Total,"8,515"
25,Cundinamarca,25168,Chaguaní,2022,Total,"4,680"
25,Cundinamarca,25175,Chía,2022,Total,"160,435"
25,Cundinamarca,25178,Chipaque,2022,Total,"10,786"
25,Cundinamarca,25181,Choachí,2022,Total,"12,363"
25,Cundinamarca,25183,Chocontá,2022,Total,"23,892"
25,Cundinamarca,25200,Cogua,2022,Total,"26,204"
25,Cundinamarca,25214,Cota,2022,Total,"39,679"
25,Cundinamarca,25224,Cucunubá,2022,Total,"8,855"
25,Cundinamarca,25245,El Colegio,2022,Total,"28,072"
25,Cundinamarca,25258,El Peñón,2022,Total,"5,136"
25,Cundinamarca,25260,El Rosal,2022,Total,"26,567"
25,Cundinamarca,25269,Facatativá,2022,Total,"167,309"
25,Cundinamarca,25279,Fómeque,2022,Total,"13,730"
25,Cundinamarca,25281,Fosca,2022,Total,"6,475"
25,Cundinamarca,25286,Funza,2022,Total,"112,720"
25,Cundinamarca,25288,Fúquene,2022,Total,"5,588"
25,Cundinamarca,25290,Fusagasugá,2022,Total,"165,340"
25,Cundinamarca,25293,Gachalá,2022,Total,"4,724"
25,Cundinamarca,25295,Gachancipá,2022,Total,"20,784"
25,Cundinamarca,25297,Gachetá,2022,Total,"9,157"
25,Cundinamarca,25299,Gama,2022,Total,"3,447"
25,Cundinamarca,25307,Girardot,2022,Total,"117,744"
25,Cundinamarca,25312,Granada,2022,Total,"8,505"
25,Cundinamarca,25317,Guachetá,2022,Total,"15,272"
25,Cundinamarca,25320,Guaduas,2022,Total,"35,617"
25,Cundinamarca,25322,Guasca,2022,Total,"18,160"
25,Cundinamarca,25324,Guataquí,2022,Total,"2,973"
25,Cundinamarca,25326,Guatavita,2022,Total,"7,304"
25,Cundinamarca,25328,Guayabal de Síquima,2022,Total,"5,087"
25,Cundinamarca,25335,Guayabetal,2022,Total,"7,232"
25,Cundinamarca,25339,Gutiérrez,2022,Total,"3,825"
25,Cundinamarca,25368,Jerusalén,2022,Total,"2,483"
25,Cundinamarca,25372,Junín,2022,Total,"6,514"
25,Cundinamarca,25377,La Calera,2022,Total,"35,301"
25,Cundinamarca,25386,La Mesa,2022,Total,"38,746"
25,Cundinamarca,25394,La Palma,2022,Total,"10,521"
25,Cundinamarca,25398,La Peña,2022,Total,"6,536"
25,Cundinamarca,25402,La Vega,2022,Total,"19,992"
25,Cundinamarca,25407,Lenguazaque,2022,Total,"11,576"
25,Cundinamarca,25426,Machetá,2022,Total,"6,733"
25,Cundinamarca,25430,Madrid,2022,Total,"136,374"
25,Cundinamarca,25436,Manta,2022,Total,"4,175"
25,Cundinamarca,25438,Medina,2022,Total,"8,806"
25,Cundinamarca,25473,Mosquera,2022,Total,"161,610"
25,Cundinamarca,25483,Nariño,2022,Total,"2,642"
25,Cundinamarca,25486,Nemocón,2022,Total,"15,585"
25,Cundinamarca,25488,Nilo,2022,Total,"12,902"
25,Cundinamarca,25489,Nimaima,2022,Total,"4,036"
25,Cundinamarca,25491,Nocaima,2022,Total,"7,037"
25,Cundinamarca,25506,Venecia,2022,Total,"4,771"
25,Cundinamarca,25513,Pacho,2022,Total,"27,672"
25,Cundinamarca,25518,Paime,2022,Total,"4,589"
25,Cundinamarca,25524,Pandi,2022,Total,"5,720"
25,Cundinamarca,25530,Paratebueno,2022,Total,"9,886"
25,Cundinamarca,25535,Pasca,2022,Total,"10,323"
25,Cundinamarca,25572,Puerto Salgar,2022,Total,"17,878"
25,Cundinamarca,25580,Pulí,2022,Total,"3,687"
25,Cundinamarca,25592,Quebradanegra,2022,Total,"5,284"
25,Cundinamarca,25594,Quetame,2022,Total,"5,700"
25,Cundinamarca,25596,Quipile,2022,Total,"7,009"
25,Cundinamarca,25599,Apulo,2022,Total,"9,381"
25,Cundinamarca,25612,Ricaurte,2022,Total,"15,411"
25,Cundinamarca,25645,San Antonio del Tequendama,2022,Total,"13,758"
25,Cundinamarca,25649,San Bernardo,2022,Total,"9,635"
25,Cundinamarca,25653,San Cayetano,2022,Total,"5,339"
25,Cundinamarca,25658,San Francisco,2022,Total,"12,702"
25,Cundinamarca,25662,San Juan de Rioseco,2022,Total,"9,155"
25,Cundinamarca,25718,Sasaima,2022,Total,"12,355"
25,Cundinamarca,25736,Sesquilé,2022,Total,"13,561"
25,Cundinamarca,25740,Sibaté,2022,Total,"39,313"
25,Cundinamarca,25743,Silvania,2022,Total,"25,190"
25,Cundinamarca,25745,Simijaca,2022,Total,"15,080"
25,Cundinamarca,25754,Soacha,2022,Total,"808,288"
25,Cundinamarca,25758,Sopó,2022,Total,"31,106"
25,Cundinamarca,25769,Subachoque,2022,Total,"17,956"
25,Cundinamarca,25772,Suesca,2022,Total,"20,098"
25,Cundinamarca,25777,Supatá,2022,Total,"5,944"
25,Cundinamarca,25779,Susa,2022,Total,"7,579"
25,Cundinamarca,25781,Sutatausa,2022,Total,"6,908"
25,Cundinamarca,25785,Tabio,2022,Total,"25,964"
25,Cundinamarca,25793,Tausa,2022,Total,"9,281"
25,Cundinamarca,25797,Tena,2022,Total,"11,294"
25,Cundinamarca,25799,Tenjo,2022,Total,"25,841"
25,Cundinamarca,25805,Tibacuy,2022,Total,"4,975"
25,Cundinamarca,25807,Tibirita,2022,Total,"3,523"
25,Cundinamarca,25815,Tocaima,2022,Total,"17,814"
25,Cundinamarca,25817,Tocancipá,2022,Total,"49,035"
25,Cundinamarca,25823,Topaipí,2022,Total,"4,594"
25,Cundinamarca,25839,Ubalá,2022,Total,"8,353"
25,Cundinamarca,25841,Ubaque,2022,Total,"7,579"
25,Cundinamarca,25843,Villa de San Diego de Ubaté,2022,Total,"50,309"
25,Cundinamarca,25845,Une,2022,Total,"7,905"
25,Cundinamarca,25851,Útica,2022,Total,"4,755"
25,Cundinamarca,25862,Vergara,2022,Total,"7,686"
25,Cundinamarca,25867,Vianí,2022,Total,"5,005"
25,Cundinamarca,25871,Villagómez,2022,Total,"1,958"
25,Cundinamarca,25873,Villapinzón,2022,Total,"19,768"
25,Cundinamarca,25875,Villeta,2022,Total,"31,238"
25,Cundinamarca,25878,Viotá,2022,Total,"14,883"
25,Cundinamarca,25885,Yacopí,2022,Total,"13,474"
25,Cundinamarca,25898,Zipacón,2022,Total,"5,386"
25,Cundinamarca,25899,Zipaquirá,2022,Total,"156,983"
27,Chocó,27001,Quibdó,2022,Total,"132,918"
27,Chocó,27006,Acandí,2022,Total,"14,385"
27,Chocó,27025,Alto Baudó,2022,Total,"28,751"
27,Chocó,27050,Atrato,2022,Total,"6,308"
27,Chocó,27073,Bagadó,2022,Total,"11,444"
27,Chocó,27075,Bahía Solano,2022,Total,"10,443"
27,Chocó,27077,Bajo Baudó,2022,Total,"30,959"
27,Chocó,27099,Bojayá,2022,Total,"12,525"
27,Chocó,27135,El Cantón del San Pablo,2022,Total,"6,388"
27,Chocó,27150,Carmen del Darién,2022,Total,"19,825"
27,Chocó,27160,Cértegui,2022,Total,"5,853"
27,Chocó,27205,Condoto,2022,Total,"12,565"
27,Chocó,27245,El Carmen de Atrato,2022,Total,"8,343"
27,Chocó,27250,El Litoral del San Juan,2022,Total,"23,260"
27,Chocó,27361,Istmina,2022,Total,"31,298"
27,Chocó,27372,Juradó,2022,Total,"6,952"
27,Chocó,27413,Lloró,2022,Total,"10,071"
27,Chocó,27425,Medio Atrato,2022,Total,"11,107"
27,Chocó,27430,Medio Baudó,2022,Total,"15,937"
27,Chocó,27450,Medio San Juan,2022,Total,"11,001"
27,Chocó,27491,Nóvita,2022,Total,"9,250"
27,Chocó,27495,Nuquí,2022,Total,"16,911"
27,Chocó,27580,Río Iró,2022,Total,"5,682"
27,Chocó,27600,Río Quito,2022,Total,"8,585"
27,Chocó,27615,Riosucio,2022,Total,"56,126"
27,Chocó,27660,San José del Palmar,2022,Total,"5,040"
27,Chocó,27745,Sipí,2022,Total,"3,271"
27,Chocó,27787,Tadó,2022,Total,"18,199"
27,Chocó,27800,Unguía,2022,Total,"13,027"
27,Chocó,27810,Unión Panamericana,2022,Total,"7,095"
41,Huila,41001,Neiva,2022,Total,"370,318"
41,Huila,41006,Acevedo,2022,Total,"25,713"
41,Huila,41013,Agrado,2022,Total,"9,082"
41,Huila,41016,Aipe,2022,Total,"16,818"
41,Huila,41020,Algeciras,2022,Total,"22,941"
41,Huila,41026,Altamira,2022,Total,"4,439"
41,Huila,41078,Baraya,2022,Total,"8,403"
41,Huila,41132,Campoalegre,2022,Total,"31,865"
41,Huila,41206,Colombia,2022,Total,"7,179"
41,Huila,41244,Elías,2022,Total,"4,371"
41,Huila,41298,Garzón,2022,Total,"75,353"
41,Huila,41306,Gigante,2022,Total,"25,127"
41,Huila,41319,Guadalupe,2022,Total,"18,602"
41,Huila,41349,Hobo,2022,Total,"7,507"
41,Huila,41357,Íquira,2022,Total,"9,497"
41,Huila,41359,Isnos,2022,Total,"26,141"
41,Huila,41378,La Argentina,2022,Total,"13,378"
41,Huila,41396,La Plata,2022,Total,"63,404"
41,Huila,41483,Nátaga,2022,Total,"6,680"
41,Huila,41503,Oporapa,2022,Total,"12,116"
41,Huila,41518,Paicol,2022,Total,"6,832"
41,Huila,41524,Palermo,2022,Total,"27,322"
41,Huila,41530,Palestina,2022,Total,"11,582"
41,Huila,41548,Pital,2022,Total,"14,153"
41,Huila,41551,Pitalito,2022,Total,"130,742"
41,Huila,41615,Rivera,2022,Total,"25,544"
41,Huila,41660,Saladoblanco,2022,Total,"10,738"
41,Huila,41668,San Agustín,2022,Total,"34,281"
41,Huila,41676,Santa María,2022,Total,"10,632"
41,Huila,41770,Suaza,2022,Total,"23,102"
41,Huila,41791,Tarqui,2022,Total,"18,016"
41,Huila,41797,Tesalia,2022,Total,"11,102"
41,Huila,41799,Tello,2022,Total,"11,991"
41,Huila,41801,Teruel,2022,Total,"8,225"
41,Huila,41807,Timaná,2022,Total,"22,428"
41,Huila,41872,Villavieja,2022,Total,"7,357"
41,Huila,41885,Yaguará,2022,Total,"7,951"
44,La Guajira,44001,Riohacha,2022,Total,"209,488"
44,La Guajira,44035,Albania,2022,Total,"33,494"
44,La Guajira,44078,Barrancas,2022,Total,"39,801"
44,La Guajira,44090,Dibulla,2022,Total,"43,663"
44,La Guajira,44098,Distracción,2022,Total,"14,788"
44,La Guajira,44110,El Molino,2022,Total,"8,178"
44,La Guajira,44279,Fonseca,2022,Total,"46,232"
44,La Guajira,44378,Hatonuevo,2022,Total,"22,873"
44,La Guajira,44420,La Jagua del Pilar,2022,Total,"3,979"
44,La Guajira,44430,Maicao,2022,Total,"192,085"
44,La Guajira,44560,Manaure,2022,Total,"96,991"
44,La Guajira,44650,San Juan del Cesar,2022,Total,"51,463"
44,La Guajira,44847,Uribia,2022,Total,"197,327"
44,La Guajira,44855,Urumita,2022,Total,"11,688"
44,La Guajira,44874,Villanueva,2022,Total,"30,344"
47,Magdalena,47001,Santa Marta,2022,Total,"552,391"
47,Magdalena,47030,Algarrobo,2022,Total,"17,214"
47,Magdalena,47053,Aracataca,2022,Total,"42,545"
47,Magdalena,47058,Ariguaní,2022,Total,"32,601"
47,Magdalena,47161,Cerro de San Antonio,2022,Total,"10,193"
47,Magdalena,47170,Chibolo,2022,Total,"23,986"
47,Magdalena,47189,Ciénaga,2022,Total,"127,494"
47,Magdalena,47205,Concordia,2022,Total,"11,514"
47,Magdalena,47245,El Banco,2022,Total,"71,484"
47,Magdalena,47258,El Piñón,2022,Total,"24,699"
47,Magdalena,47268,El Retén,2022,Total,"21,591"
47,Magdalena,47288,Fundación,2022,Total,"72,280"
47,Magdalena,47318,Guamal,2022,Total,"28,626"
47,Magdalena,47460,Nueva Granada,2022,Total,"21,707"
47,Magdalena,47541,Pedraza,2022,Total,"9,526"
47,Magdalena,47545,Pijiño del Carmen,2022,Total,"13,238"
47,Magdalena,47551,Pivijay,2022,Total,"39,962"
47,Magdalena,47555,Plato,2022,Total,"65,641"
47,Magdalena,47570,Puebloviejo,2022,Total,"33,011"
47,Magdalena,47605,Remolino,2022,Total,"12,232"
47,Magdalena,47660,Sabanas de San Ángel,2022,Total,"17,152"
47,Magdalena,47675,Salamina,2022,Total,"11,582"
47,Magdalena,47692,San Sebastián de Buenavista,2022,Total,"21,221"
47,Magdalena,47703,San Zenón,2022,Total,"12,757"
47,Magdalena,47707,Santa Ana,2022,Total,"26,737"
47,Magdalena,47720,Santa Bárbara de Pinto,2022,Total,"11,584"
47,Magdalena,47745,Sitionuevo,2022,Total,"29,905"
47,Magdalena,47798,Tenerife,2022,Total,"13,846"
47,Magdalena,47960,Zapayán,2022,Total,"10,884"
47,Magdalena,47980,Zona Bananera,2022,Total,"75,824"
50,Meta,50001,Villavicencio,2022,Total,"554,173"
50,Meta,50006,Acacías,2022,Total,"93,323"
50,Meta,50110,Barranca de Upía,2022,Total,"6,684"
50,Meta,50124,Cabuyaro,2022,Total,"6,291"
50,Meta,50150,Castilla la Nueva,2022,Total,"16,165"
50,Meta,50223,Cubarral,2022,Total,"7,182"
50,Meta,50226,Cumaral,2022,Total,"23,568"
50,Meta,50245,El Calvario,2022,Total,"1,679"
50,Meta,50251,El Castillo,2022,Total,"7,527"
50,Meta,50270,El Dorado,2022,Total,"4,035"
50,Meta,50287,Fuente de Oro,2022,Total,"12,587"
50,Meta,50313,Granada,2022,Total,"71,725"
50,Meta,50318,Guamal,2022,Total,"14,697"
50,Meta,50325,Mapiripán,2022,Total,"7,271"
50,Meta,50330,Mesetas,2022,Total,"10,598"
50,Meta,50350,La Macarena,2022,Total,"28,508"
50,Meta,50370,Uribe,2022,Total,"9,634"
50,Meta,50400,Lejanías,2022,Total,"11,341"
50,Meta,50450,Puerto Concordia,2022,Total,"8,707"
50,Meta,50568,Puerto Gaitán,2022,Total,"44,314"
50,Meta,50573,Puerto López,2022,Total,"30,799"
50,Meta,50577,Puerto Lleras,2022,Total,"10,520"
50,Meta,50590,Puerto Rico,2022,Total,"13,081"
50,Meta,50606,Restrepo,2022,Total,"18,958"
50,Meta,50680,San Carlos de Guaroa,2022,Total,"13,084"
50,Meta,50683,San Juan de Arama,2022,Total,"9,007"
50,Meta,50686,San Juanito,2022,Total,"1,263"
50,Meta,50689,San Martín,2022,Total,"26,925"
50,Meta,50711,Vistahermosa,2022,Total,"17,060"
52,Nariño,52001,Pasto,2022,Total,"393,009"
52,Nariño,52019,Albán,2022,Total,"9,328"
52,Nariño,52022,Aldana,2022,Total,"7,367"
52,Nariño,52036,Ancuya,2022,Total,"8,610"
52,Nariño,52051,Arboleda,2022,Total,"8,427"
52,Nariño,52079,Barbacoas,2022,Total,"56,586"
52,Nariño,52083,Belén,2022,Total,"6,306"
52,Nariño,52110,Buesaco,2022,Total,"23,935"
52,Nariño,52203,Colón,2022,Total,"8,323"
52,Nariño,52207,Consacá,2022,Total,"13,750"
52,Nariño,52210,Contadero,2022,Total,"7,242"
52,Nariño,52215,Córdoba,2022,Total,"15,490"
52,Nariño,52224,Cuaspud Carlosama,2022,Total,"9,208"
52,Nariño,52227,Cumbal,2022,Total,"37,072"
52,Nariño,52233,Cumbitara,2022,Total,"5,773"
52,Nariño,52240,Chachagüí,2022,Total,"15,316"
52,Nariño,52250,El Charco,2022,Total,"22,574"
52,Nariño,52254,El Peñol,2022,Total,"7,450"
52,Nariño,52256,El Rosario,2022,Total,"12,072"
52,Nariño,52258,El Tablón de Gómez,2022,Total,"14,273"
52,Nariño,52260,El Tambo,2022,Total,"13,821"
52,Nariño,52287,Funes,2022,Total,"7,141"
52,Nariño,52317,Guachucal,2022,Total,"19,356"
52,Nariño,52320,Guaitarilla,2022,Total,"11,335"
52,Nariño,52323,Gualmatán,2022,Total,"7,046"
52,Nariño,52352,Iles,2022,Total,"7,639"
52,Nariño,52354,Imués,2022,Total,"7,452"
52,Nariño,52356,Ipiales,2022,Total,"115,936"
52,Nariño,52378,La Cruz,2022,Total,"18,659"
52,Nariño,52381,La Florida,2022,Total,"9,920"
52,Nariño,52385,La Llanada,2022,Total,"6,476"
52,Nariño,52390,La Tola,2022,Total,"7,468"
52,Nariño,52399,La Unión,2022,Total,"31,778"
52,Nariño,52405,Leiva,2022,Total,"9,579"
52,Nariño,52411,Linares,2022,Total,"10,021"
52,Nariño,52418,Los Andes,2022,Total,"9,276"
52,Nariño,52427,Magüí,2022,Total,"25,570"
52,Nariño,52435,Mallama,2022,Total,"8,954"
52,Nariño,52473,Mosquera,2022,Total,"12,595"
52,Nariño,52480,Nariño,2022,Total,"4,350"
52,Nariño,52490,Olaya Herrera,2022,Total,"25,232"
52,Nariño,52506,Ospina,2022,Total,"6,999"
52,Nariño,52520,Francisco Pizarro,2022,Total,"14,170"
52,Nariño,52540,Policarpa,2022,Total,"9,787"
52,Nariño,52560,Potosí,2022,Total,"10,067"
52,Nariño,52565,Providencia,2022,Total,"5,558"
52,Nariño,52573,Puerres,2022,Total,"8,372"
52,Nariño,52585,Pupiales,2022,Total,"17,234"
52,Nariño,52612,Ricaurte,2022,Total,"20,078"
52,Nariño,52621,Roberto Payán,2022,Total,"12,708"
52,Nariño,52678,Samaniego,2022,Total,"27,766"
52,Nariño,52683,Sandoná,2022,Total,"19,787"
52,Nariño,52685,San Bernardo,2022,Total,"9,179"
52,Nariño,52687,San Lorenzo,2022,Total,"18,415"
52,Nariño,52693,San Pablo,2022,Total,"14,806"
52,Nariño,52694,San Pedro de Cartago,2022,Total,"6,826"
52,Nariño,52696,Santa Bárbara,2022,Total,"13,253"
52,Nariño,52699,Santacruz,2022,Total,"11,086"
52,Nariño,52720,Sapuyes,2022,Total,"7,238"
52,Nariño,52786,Taminango,2022,Total,"17,897"
52,Nariño,52788,Tangua,2022,Total,"13,333"
52,Nariño,52835,San Andrés de Tumaco,2022,Total,"257,326"
52,Nariño,52838,Túquerres,2022,Total,"44,614"
52,Nariño,52885,Yacuanquer,2022,Total,"10,967"
54,Norte de Santander,54001,San José de Cúcuta,2022,Total,"791,986"
54,Norte de Santander,54003,Ábrego,2022,Total,"34,574"
54,Norte de Santander,54051,Arboledas,2022,Total,"10,246"
54,Norte de Santander,54099,Bochalema,2022,Total,"9,014"
54,Norte de Santander,54109,Bucarasica,2022,Total,"6,739"
54,Norte de Santander,54125,Cácota,2022,Total,"2,969"
54,Norte de Santander,54128,Cáchira,2022,Total,"11,410"
54,Norte de Santander,54172,Chinácota,2022,Total,"19,219"
54,Norte de Santander,54174,Chitagá,2022,Total,"12,629"
54,Norte de Santander,54206,Convención,2022,Total,"20,019"
54,Norte de Santander,54223,Cucutilla,2022,Total,"8,636"
54,Norte de Santander,54239,Durania,2022,Total,"4,903"
54,Norte de Santander,54245,El Carmen,2022,Total,"14,309"
54,Norte de Santander,54250,El Tarra,2022,Total,"22,346"
54,Norte de Santander,54261,El Zulia,2022,Total,"29,955"
54,Norte de Santander,54313,Gramalote,2022,Total,"7,840"
54,Norte de Santander,54344,Hacarí,2022,Total,"10,804"
54,Norte de Santander,54347,Herrán,2022,Total,"7,465"
54,Norte de Santander,54377,Labateca,2022,Total,"6,699"
54,Norte de Santander,54385,La Esperanza,2022,Total,"12,610"
54,Norte de Santander,54398,La Playa,2022,Total,"8,155"
54,Norte de Santander,54405,Los Patios,2022,Total,"99,081"
54,Norte de Santander,54418,Lourdes,2022,Total,"4,270"
54,Norte de Santander,54480,Mutiscua,2022,Total,"4,617"
54,Norte de Santander,54498,Ocaña,2022,Total,"131,784"
54,Norte de Santander,54518,Pamplona,2022,Total,"54,930"
54,Norte de Santander,54520,Pamplonita,2022,Total,"5,903"
54,Norte de Santander,54553,Puerto Santander,2022,Total,"9,439"
54,Norte de Santander,54599,Ragonvalia,2022,Total,"6,459"
54,Norte de Santander,54660,Salazar,2022,Total,"10,931"
54,Norte de Santander,54670,San Calixto,2022,Total,"12,405"
54,Norte de Santander,54673,San Cayetano,2022,Total,"7,939"
54,Norte de Santander,54680,Santiago,2022,Total,"3,737"
54,Norte de Santander,54720,Sardinata,2022,Total,"27,312"
54,Norte de Santander,54743,Silos,2022,Total,"6,670"
54,Norte de Santander,54800,Teorama,2022,Total,"18,008"
54,Norte de Santander,54810,Tibú,2022,Total,"59,845"
54,Norte de Santander,54820,Toledo,2022,Total,"16,634"
54,Norte de Santander,54871,Villa Caro,2022,Total,"5,403"
54,Norte de Santander,54874,Villa del Rosario,2022,Total,"113,384"
63,Quindio,63001,Armenia,2022,Total,"312,551"
63,Quindio,63111,Buenavista,2022,Total,"3,208"
63,Quindio,63130,Calarcá,2022,Total,"76,803"
63,Quindio,63190,Circasia,2022,Total,"29,802"
63,Quindio,63212,Córdoba,2022,Total,"5,884"
63,Quindio,63272,Filandia,2022,Total,"12,570"
63,Quindio,63302,Génova,2022,Total,"7,636"
63,Quindio,63401,La Tebaida,2022,Total,"35,692"
63,Quindio,63470,Montenegro,2022,Total,"38,469"
63,Quindio,63548,Pijao,2022,Total,"5,251"
63,Quindio,63594,Quimbaya,2022,Total,"31,931"
63,Quindio,63690,Salento,2022,Total,"9,772"
66,Risaralda,66001,Pereira,2022,Total,"485,373"
66,Risaralda,66045,Apía,2022,Total,"12,432"
66,Risaralda,66075,Balboa,2022,Total,"6,406"
66,Risaralda,66088,Belén de Umbría,2022,Total,"25,135"
66,Risaralda,66170,Dosquebradas,2022,Total,"227,696"
66,Risaralda,66318,Guática,2022,Total,"12,319"
66,Risaralda,66383,La Celia,2022,Total,"7,554"
66,Risaralda,66400,La Virginia,2022,Total,"28,465"
66,Risaralda,66440,Marsella,2022,Total,"17,005"
66,Risaralda,66456,Mistrató,2022,Total,"17,555"
66,Risaralda,66572,Pueblo Rico,2022,Total,"16,734"
66,Risaralda,66594,Quinchía,2022,Total,"27,746"
66,Risaralda,66682,Santa Rosa de Cabal,2022,Total,"80,760"
66,Risaralda,66687,Santuario,2022,Total,"12,649"
68,Santander,68001,Bucaramanga,2022,Total,"618,967"
68,Santander,68013,Aguada,2022,Total,"1,902"
68,Santander,68020,Albania,2022,Total,"4,418"
68,Santander,68051,Aratoca,2022,Total,"8,646"
68,Santander,68077,Barbosa,2022,Total,"33,273"
68,Santander,68079,Barichara,2022,Total,"11,018"
68,Santander,68081,Barrancabermeja,2022,Total,"214,689"
68,Santander,68092,Betulia,2022,Total,"6,175"
68,Santander,68101,Bolívar,2022,Total,"11,186"
68,Santander,68121,Cabrera,2022,Total,"2,059"
68,Santander,68132,California,2022,Total,"2,274"
68,Santander,68147,Capitanejo,2022,Total,"5,582"
68,Santander,68152,Carcasí,2022,Total,"4,339"
68,Santander,68160,Cepitá,2022,Total,"2,063"
68,Santander,68162,Cerrito,2022,Total,"7,063"
68,Santander,68167,Charalá,2022,Total,"12,503"
68,Santander,68169,Charta,2022,Total,"2,942"
68,Santander,68176,Chimá,2022,Total,"2,920"
68,Santander,68179,Chipatá,2022,Total,"5,189"
68,Santander,68190,Cimitarra,2022,Total,"35,056"
68,Santander,68207,Concepción,2022,Total,"5,865"
68,Santander,68209,Confines,2022,Total,"3,356"
68,Santander,68211,Contratación,2022,Total,"3,769"
68,Santander,68217,Coromoro,2022,Total,"5,118"
68,Santander,68229,Curití,2022,Total,"13,535"
68,Santander,68235,El Carmen de Chucurí,2022,Total,"22,230"
68,Santander,68245,El Guacamayo,2022,Total,"2,124"
68,Santander,68250,El Peñón,2022,Total,"5,610"
68,Santander,68255,El Playón,2022,Total,"14,302"
68,Santander,68264,Encino,2022,Total,"2,632"
68,Santander,68266,Enciso,2022,Total,"3,510"
68,Santander,68271,Florián,2022,Total,"5,694"
68,Santander,68276,Floridablanca,2022,Total,"313,745"
68,Santander,68296,Galán,2022,Total,"2,945"
68,Santander,68298,Gámbita,2022,Total,"4,088"
68,Santander,68307,Girón,2022,Total,"175,170"
68,Santander,68318,Guaca,2022,Total,"6,020"
68,Santander,68320,Guadalupe,2022,Total,"4,552"
68,Santander,68322,Guapotá,2022,Total,"2,458"
68,Santander,68324,Guavatá,2022,Total,"4,270"
68,Santander,68327,Güepsa,2022,Total,"5,409"
68,Santander,68344,Hato,2022,Total,"2,415"
68,Santander,68368,Jesús María,2022,Total,"3,402"
68,Santander,68370,Jordán,2022,Total,"1,361"
68,Santander,68377,La Belleza,2022,Total,"6,294"
68,Santander,68385,Landázuri,2022,Total,"10,787"
68,Santander,68397,La Paz,2022,Total,"5,009"
68,Santander,68406,Lebrija,2022,Total,"45,008"
68,Santander,68418,Los Santos,2022,Total,"15,068"
68,Santander,68425,Macaravita,2022,Total,"2,144"
68,Santander,68432,Málaga,2022,Total,"22,079"
68,Santander,68444,Matanza,2022,Total,"5,130"
68,Santander,68464,Mogotes,2022,Total,"10,847"
68,Santander,68468,Molagavita,2022,Total,"4,183"
68,Santander,68498,Ocamonte,2022,Total,"5,919"
68,Santander,68500,Oiba,2022,Total,"11,385"
68,Santander,68502,Onzaga,2022,Total,"4,159"
68,Santander,68522,Palmar,2022,Total,"1,433"
68,Santander,68524,Palmas del Socorro,2022,Total,"2,675"
68,Santander,68533,Páramo,2022,Total,"4,961"
68,Santander,68547,Piedecuesta,2022,Total,"186,435"
68,Santander,68549,Pinchote,2022,Total,"5,486"
68,Santander,68572,Puente Nacional,2022,Total,"15,123"
68,Santander,68573,Puerto Parra,2022,Total,"8,169"
68,Santander,68575,Puerto Wilches,2022,Total,"34,849"
68,Santander,68615,Rionegro,2022,Total,"27,571"
68,Santander,68655,Sabana de Torres,2022,Total,"35,212"
68,Santander,68669,San Andrés,2022,Total,"8,758"
68,Santander,68673,San Benito,2022,Total,"3,028"
68,Santander,68679,San Gil,2022,Total,"60,804"
68,Santander,68682,San Joaquín,2022,Total,"2,249"
68,Santander,68684,San José de Miranda,2022,Total,"4,370"
68,Santander,68686,San Miguel,2022,Total,"2,525"
68,Santander,68689,San Vicente de Chucurí,2022,Total,"34,224"
68,Santander,68705,Santa Bárbara,2022,Total,"2,494"
68,Santander,68720,Santa Helena del Opón,2022,Total,"3,475"
68,Santander,68745,Simacota,2022,Total,"10,418"
68,Santander,68755,Socorro,2022,Total,"34,267"
68,Santander,68770,Suaita,2022,Total,"10,349"
68,Santander,68773,Sucre,2022,Total,"7,197"
68,Santander,68780,Suratá,2022,Total,"4,062"
68,Santander,68820,Tona,2022,Total,"7,865"
68,Santander,68855,Valle de San José,2022,Total,"6,455"
68,Santander,68861,Vélez,2022,Total,"25,693"
68,Santander,68867,Vetas,2022,Total,"2,209"
68,Santander,68872,Villanueva,2022,Total,"8,132"
68,Santander,68895,Zapatoca,2022,Total,"9,746"
70,Sucre,70001,Sincelejo,2022,Total,"301,126"
70,Sucre,70110,Buenavista,2022,Total,"11,232"
70,Sucre,70124,Caimito,2022,Total,"16,419"
70,Sucre,70204,Coloso,2022,Total,"8,943"
70,Sucre,70215,Corozal,2022,Total,"72,582"
70,Sucre,70221,Coveñas,2022,Total,"19,992"
70,Sucre,70230,Chalán,2022,Total,"4,715"
70,Sucre,70233,El Roble,2022,Total,"10,694"
70,Sucre,70235,Galeras,2022,Total,"23,805"
70,Sucre,70265,Guaranda,2022,Total,"19,055"
70,Sucre,70400,La Unión,2022,Total,"13,311"
70,Sucre,70418,Los Palmitos,2022,Total,"24,462"
70,Sucre,70429,Majagual,2022,Total,"39,233"
70,Sucre,70473,Morroa,2022,Total,"16,245"
